Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
2092742310161264763,"Wed, Aug 26, 2026",QUE GOLAÇO! VIROU GOLEADA! 🐷 Taina Maranhão faz o quarto do Palmeiras com essa bomba pro fundo da rede! #PaulistãoFPetrobras https://t.co/WkkGtsUnNV,https://x.com/PaulistaoFem/status/2092742310161264763,627,43,47,0,0,0,0,2,1,1,0,0,0
2092740913499984298,"Wed, Aug 26, 2026",GUIMA FAZ O TERCEIRO DAS PALESTRINAS! A bola sobrou pra ela e não teve desperdício! Mais um na conta do Palmeiras ⚽🔥 #PaulistãoFPetrobras https://t.co/9ClnWKWeUZ,https://x.com/PaulistaoFem/status/2092740913499984298,505,19,25,0,0,0,0,2,4,0,0,0,0
2092740702413128120,"Wed, Aug 26, 2026",A ÚLTIMA RODADA DA PRIMEIRA FASE DO PAULISTÃO F PETROBRAS ESTÁ PEGANDO FOGO!🔥🔥🔥🔥 #PaulistãoFPetrobras https://t.co/scgFWb6IWj,https://x.com/PaulistaoFem/status/2092740702413128120,340,10,12,0,0,0,0,0,2,0,0,0,0
2092735302225813972,"Wed, Aug 26, 2026","GLAUCIA DEIXA O DELA! No primeiro gol deu a assistência, agora chegou a vez da Glaucia fazer o gol e ampliar o placar para as Palestrinas! #PaulistãoFPetrobras https://t.co/KLGnwU0aiV",https://x.com/PaulistaoFem/status/2092735302225813972,604,13,18,0,0,0,0,2,2,1,0,0,0
2092734157470232979,"Wed, Aug 26, 2026",A ZAGUEIRONA ABRIU O PLACAR PARA AS PALESTRINAS! 🐷⚽ O Palmeiras sai na frente contra o Red Bull Bragantino com esse gol de cabeça da Poli! #PaulistãoFPetrobras https://t.co/0DXPnOiCOb,https://x.com/PaulistaoFem/status/2092734157470232979,643,46,58,0,0,0,0,3,9,0,0,0,0
2092724336624841190,"Wed, Aug 26, 2026",TUDO PRONTO! DAQUI A POUCO A BOLA VAI ROLAR PARA FERROVIÁRIA E SÃO PAULO NO SUPERCLÁSSICO F PETROBRAS! #PaulistãoFPetrobras #SuperclássicoFPetrobras 📷Douglas Moreti/Ag. Paulistão https://t.co/sNWlqnrEVa,https://x.com/PaulistaoFem/status/2092724336624841190,414,4,13,0,0,0,0,1,3,3,0,1,0
2092721972828324244,"Wed, Aug 26, 2026",Aquecimento rolando pra última rodada da primeira fase do Paulistão F @petrobras! 😮‍💨 #PaulistãoFPetrobras 📷 Jhony Inacio/Ag. Paulistão https://t.co/9qQ1cA5iBO,https://x.com/PaulistaoFem/status/2092721972828324244,366,5,7,0,0,0,0,0,1,0,0,0,0
2092720797592764870,"Wed, Aug 26, 2026",AQUECIMENTO A MIL! Bora pra Santos e Mirassol! #PaulistãoF2026 📷Mauro Horita/Ag. Paulistão https://t.co/Y4PgNt8AcK,https://x.com/PaulistaoFem/status/2092720797592764870,326,0,6,0,0,0,0,0,2,2,0,0,0
2092718786726027474,"Wed, Aug 26, 2026","JOGO DE DECISÃO! A bola vai rolar pra Corinthians x Taubaté, na última rodada da primeira fase do Paulistão F @petrobras! #PaulistãoFPetrobras 📷 Jhony Inacio/Ag. Paulistão https://t.co/o7xaZ4MbNR",https://x.com/PaulistaoFem/status/2092718786726027474,455,5,13,0,0,0,0,0,0,0,0,0,0
2092716253311905976,"Wed, Aug 26, 2026",QUASE TUDO PRONTO... 👀🔥 A bola vai rolar entre Palestrinas e Bragantinas pela última rodada da primeira fase do Paulistão F Petrobras! #PaulistãoFPetrobras #Palmeiras #RedBullBragantino 📷Rebeca Reis/Ag.Paulistão https://t.co/HmfQdeuiNM,https://x.com/PaulistaoFem/status/2092716253311905976,366,11,21,0,0,0,0,0,2,3,0,0,0
2092714101814301064,"Wed, Aug 26, 2026",DUELO DECISIVO! A Fonte Luminosa está pronta para receber o Superclássico F Petrobras entre Ferroviária e São Paulo! #PaulistãoFPetrobras #SuperclássicoFPetrobras 📷Douglas Moreti/Ag. Paulistão https://t.co/cUlwqpxOJk,https://x.com/PaulistaoFem/status/2092714101814301064,295,0,2,0,0,0,0,0,1,0,0,0,0
2092712533081670102,"Wed, Aug 26, 2026","BORA QUE BORA! Já já tem bola rolando na última rodada da fase de grupos do Paulistão F 2026! Em Santana do Parnaíba, Santos e Mirassol vão medir forças! #PaulistãoF2026 📷Mauro Horita/Ag. Paulistão https://t.co/zxMrS5JgXQ",https://x.com/PaulistaoFem/status/2092712533081670102,330,0,1,0,0,0,0,0,0,0,0,0,0
2092707932156674327,"Wed, Aug 26, 2026","FPF 🤝🏼 PETROBRAS, NADA PODE PARAR A MAIOR PARCERIA DA HISTÓRIA DO FUTEBOL FEMININO! #FPF #Petrobras #FutebolFeminino https://t.co/JBDRPZtcOT",https://x.com/PaulistaoFem/status/2092707932156674327,679,6,11,0,0,0,0,3,2,0,0,0,0
2092635683202773293,"Wed, Aug 26, 2026",TRICOLORES EM BUSCA DAS SEMIFINAIS! O São Paulo tem um Superclássico F Petrobras pela frente e só a vitória interessa por um vaga na semi! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/XbhTXhSEEC,https://x.com/PaulistaoFem/status/2092635683202773293,383,8,16,0,0,0,0,3,1,1,0,0,0
2092628135799922831,"Wed, Aug 26, 2026",PELA LIDERANÇA! As Guerreiras vão em busca da vitória para garantir a liderança e a classificação para as semifinais no Paulistão F Petrobras! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/ZLojPBB8Og,https://x.com/PaulistaoFem/status/2092628135799922831,379,4,8,0,0,0,0,0,1,1,0,0,0
2092620581564989812,"Wed, Aug 26, 2026","SEREIAS ⚔️ LEOAS! Com transmissão do YouTube do @paulistão, vem acompanhar mais um jogão da última rodada do Paulistão F @petrobras. #PaulistãoFPetrobras https://t.co/JaVqOuAIpl",https://x.com/PaulistaoFem/status/2092620581564989812,381,2,5,0,0,0,0,0,0,2,0,0,0
2092613039510208514,"Wed, Aug 26, 2026",MAIS UM JOGÃO! Corinthians e Taubaté vão com tudo para o último jogo da primeira fase do Paulistão F @petrobras. Para quem vai a sua torcida? 👀 #PaulistãoFPetrobras https://t.co/1alPkCXVz2,https://x.com/PaulistaoFem/status/2092613039510208514,847,18,42,1,0,0,2,5,1,3,0,0,0
2092605483530268690,"Wed, Aug 26, 2026",CONFRONTO DECISIVO! Só a vitória interessa para as Palestrinas e para as Bragantinas. Quem vai levar a melhor no Paulistão F @petrobras? #PaulistãoFPetrobras https://t.co/b6ljjTgwhu,https://x.com/PaulistaoFem/status/2092605483530268690,581,22,29,0,0,0,0,0,0,1,0,0,0
2092597940665639009,"Wed, Aug 26, 2026",VALE A CLASSIFICAÇÃO! Ferroviária e São Paulo disputam um Superclássico F Petrobras decisivo! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/YQ42VqUnTI,https://x.com/PaulistaoFem/status/2092597940665639009,463,9,18,0,0,0,0,1,3,1,0,0,0
2092567746328359207,"Wed, Aug 26, 2026","VAI COMEÇAR A TAÇA PAULISTANA PETROBRAS! 🤩 Esse é o trio de jogos da primeira rodada que vai rolar nessa quarta-feira, às 15h! #TaçaPaulistanaPetrobras https://t.co/aLZvAck14X",https://x.com/PaulistaoFem/status/2092567746328359207,394,7,9,0,0,0,0,0,0,1,0,0,0
2092537541857866121,"Wed, Aug 26, 2026","CELEBRAR E RELEMBRAR! Com o objetivo de exaltar e trazer luz às questões de igualdade de gênero, hoje comemoramos o Dia Internacional da Igualdade Feminina! #DiaInternacionalDaIgualdadeFeminina #ComitêDeDiversidadeEInclusão https://t.co/a4RxscD2WG",https://x.com/PaulistaoFem/status/2092537541857866121,549,16,24,0,0,0,0,3,0,0,0,0,0
